NCBIGene:15	74449432	74466198	plus	GRCh37.p13
NCBIGene:19	107543282	107690526	minus	GRCh37.p13
NCBIGene:20	139901685	139923373	minus	GRCh37.p13
NCBIGene:21	2325878	2390746	minus	GRCh37.p13
NCBIGene:22	74273006	74376174	minus	GRCh37.p13
NCBIGene:24	94458392	94586704	minus	GRCh37.p13
NCBIGene:368	16243421	16318082	minus	GRCh37.p13
NCBIGene:1244	101542456	101611661	plus	GRCh37.p13
NCBIGene:6059	146019155	146050675	plus	GRCh37.p13
NCBIGene:6833	17414431	17498448	minus	GRCh37.p13
NCBIGene:10347	1040101	1065570	plus	GRCh37.p13
NCBIGene:10350	66970772	67058441	minus	GRCh37.p13
NCBIGene:10351	66863427	66951549	minus	GRCh37.p13
NCBIGene:22848	69685126	69901565	minus	GRCh37.p13
NCBIGene:23456	229652328	229694441	minus	GRCh37.p13
NCBIGene:83451	73150423	73153189	minus	GRCh37.p13
NCBIGene:87769	101182417	101241045	minus	GRCh37.p13
NCBIGene:125050	52860417	52860748	plus	GRCh37.p13
NCBIGene:144568	8975149	9029380	plus	GRCh37.p13
NCBIGene:154664	48211056	48687090	plus	GRCh37.p13
NCBIGene:25	133588265	133763061	plus	GRCh37.p13
NCBIGene:39	160182988	160200086	plus	GRCh37.p13
NCBIGene:48	32384600	32450833	plus	GRCh37.p13
NCBIGene:52	264868	278282	plus	GRCh37.p13
NCBIGene:176	89346673	89418584	plus	GRCh37.p13
NCBIGene:7920	31654725	31671136	minus	GRCh37.p13
NCBIGene:9311	150745378	150749842	plus	GRCh37.p13
NCBIGene:9744	7239847	7254796	plus	GRCh37.p13
NCBIGene:11332	6324331	6453825	minus	GRCh37.p13
NCBIGene:23527	194995464	195163816	minus	GRCh37.p13
NCBIGene:27034	134123427	134135748	plus	GRCh37.p13
NCBIGene:55331	76571916	76734849	plus	GRCh37.p13
NCBIGene:55902	33462765	33515768	plus	GRCh37.p13
NCBIGene:59272	15579155	15620191	minus	GRCh37.p13
NCBIGene:84320	180257351	180472021	minus	GRCh37.p13
NCBIGene:84945	108870762	108886602	plus	GRCh37.p13
NCBIGene:116983	1227763	1243303	minus	GRCh37.p13
NCBIGene:125981	6306509	6333639	minus	GRCh37.p13
NCBIGene:145447	51338877	51371687	plus	GRCh37.p13
NCBIGene:348158	20548079	20587694	minus	GRCh37.p13
NCBIGene:81	39138255	39221335	plus	GRCh37.p13
NCBIGene:89	66314311	66330798	plus	GRCh37.p13
NCBIGene:102	58887402	59042176	minus	GRCh37.p13
NCBIGene:103	154554532	154600455	minus	GRCh37.p13
NCBIGene:107	45614124	45762714	plus	GRCh37.p13
NCBIGene:115	4012649	4166185	minus	GRCh37.p13
NCBIGene:8749	39442086	39587582	plus	GRCh37.p13
NCBIGene:9508	73146685	73434515	minus	GRCh37.p13
NCBIGene:11033	937536	995207	minus	GRCh37.p13
NCBIGene:11093	136279458	136324524	plus	GRCh37.p13
NCBIGene:11173	79051544	79103804	minus	GRCh37.p13
NCBIGene:27299	24241797	24263525	plus	GRCh37.p13
NCBIGene:55811	167778356	167883607	minus	GRCh37.p13
NCBIGene:56997	227084588	227175245	plus	GRCh37.p13
NCBIGene:57188	84322837	84708593	plus	GRCh37.p13
NCBIGene:79747	146920135	147136597	plus	GRCh37.p13
NCBIGene:80070	43748011	43945723	minus	GRCh37.p13
NCBIGene:93973	53898958	53916228	minus	GRCh37.p13
NCBIGene:161823	43622871	43646095	plus	GRCh37.p13
NCBIGene:196883	24787554	24804276	minus	GRCh37.p13
NCBIGene:148	26605666	26727002	minus	GRCh37.p13
NCBIGene:157	25960860	26125258	plus	GRCh37.p13
NCBIGene:166	3052907	3062963	minus	GRCh37.p13
NCBIGene:178	100315632	100389578	plus	GRCh37.p13
NCBIGene:197	186330849	186339106	plus	GRCh37.p13
NCBIGene:2334	147582138	148082192	plus	GRCh37.p13
NCBIGene:3899	100162325	100759036	minus	GRCh37.p13
NCBIGene:4299	87855757	88062205	plus	GRCh37.p13
NCBIGene:9049	67250504	67258578	plus	GRCh37.p13
NCBIGene:10939	12328942	12377274	minus	GRCh37.p13
